Date de naissance,Poids,Seuil fonctionnel de puissance,Fréquence cardiaque maximale,Type d'athlète,Préférence de mesure,Préférence de date,Préférence pour les tableaux,Langue pour les e-mails,Temps dans la zone d'allure,Distance dans la zone d'allure,Affichage du classement par défaut
26 mars 1981,"73,0 kg",162 W,190,Cycliste,Métriques,jj/mm/AAAA,Semaine,français,1:40:00,Semi-marathon,Tous
