Désactivation du traitement des activités Aaptiv,Désactivation du traitement des activités Bkool,Désactivation du traitement des activités Concept2,Désactivation du traitement des activités Digme,Désactivation du traitement des activités Expresso,Désactivation du traitement des activités Fitbod,Désactivation du traitement des activités FitReserve,Désactivation du traitement des activités Flywheel,Désactivation du traitement des activités Hammerhead,Désactivation du traitement des activités Kinomap,Désactivation du traitement des activités Lifetime,Désactivation du traitement des activités LiveRowing,Désactivation du traitement des activités MindBody,Désactivation du traitement des activités MySwimPro,Désactivation du traitement des activités Peloton,Désactivation du traitement des activités Polar,Désactivation du traitement des activités PureGym,Désactivation du traitement des activités Rouvy,Désactivation du traitement des activités Slopes,Désactivation du traitement des activités Suunto,Désactivation du traitement des activités Sworkit,Désactivation du traitement des activités Tacx,Désactivation du traitement des activités Technogym,Désactivation du traitement des activités Wahoo SYSTM,Désactivation du traitement des activités TrainerRoad,Désactivation du traitement des activités Wahoo,Désactivation du traitement des activités WattBike,Désactivation du traitement des activités Weav Run,Désactivation du traitement des activités WHOOP,Désactivation du traitement des activités Xert,Désactivation du traitement des activités Yogaglo,Désactivation du traitement des activités Zwift
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
