Incluez vos activités dans Strava Metro et dans la carte des activités,Qui peut voir que vous avez participé à une activité de groupe ?,Qui peut voir votre activité dans les Flybys ?,Qui peut voir votre journal d'entraînement ?,Visibilité du profil,Visibilité des activités par défaut
True,Tout le monde,Tout le monde,Abonnés uniquement,Tout le monde,Tout le monde
