Lorsque quelqu'un que je connais rejoint Strava,Quand j'établis un nouveau KOM/QOM/CR/LCL,Quand quelqu'un bat mon KOM/QOM/CR/LCL,"Quand je participe, je progresse ou je termine un challenge","Quand je termine un challenge qui propose une récompense, un don ou l'opportunité d'en savoir plus",Lorsqu'un ami m'invite à rejoindre un club,Lorsque quelqu'un demande à rejoindre un club dont je suis administrateur,Lorsqu'une publication est ajoutée dans l'un de mes clubs,Lorsqu'un événement est ajouté dans l'un de mes clubs,Lorsqu'un ami m'invite à participer à un événement,24 heures avant l'un de mes événements,Quand l'un de mes événements est modifié ou annulé,Lorsque l'un de mes événements comporte une nouvelle discussion,Lorsque quelqu'un commente une discussion sur un événement,Lorsque quelqu'un me mentionne dans un commentaire,Lorsque quelqu'un commente ma publication ou répond à mon commentaire sur une publication.,Lorsque quelqu'un envoie un kudos pour l'une de mes publications.,Lorsque j'ai de nouveaux amis auxquels m'abonner,Quand mes amis publient des activités intéressantes,Lorsqu'une analyse est disponible pour un segment que j'ai effectué récemment,Lorsque je télécharge un fichier contenant des données de santé sans autoriser Strava à les traiter,Quand quelqu’un s’abonne ou demande à s’abonner à vous,Recevoir des e-mails concernant le flux de mes abonnés,Recevoir un e-mail quand quelqu'un commente l'une de mes activités,Recevoir un e-mail quand quelqu'un m'envoie des kudos pour l'une de mes activités,Recevoir par e-mail la newsletter Strava,Quand quelqu'un partage un challenge avec moi,Quand quelqu'un partage un itinéraire avec moi,Quand quelqu'un partage une activité avec moi,Quand quelqu'un m'invite à rejoindre un challenge,Lorsque ma demande pour rejoindre un club aura été acceptée,"Lorsque Strava souhaite en savoir plus sur mon expérience et connaître mon avis via des commentaires sur les produits, des sondages et des recherches"
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True
